"pitches","player_id","player_name","total_pitches","pitch_percent","ba","iso","babip","slg","woba","xwoba","xba","hits","abs","launch_speed","launch_angle","spin_rate","velocity","effective_speed","whiffs","swings","takes","eff_min_vel","release_extension","pos3_int_start_distance","pos4_int_start_distance","pos5_int_start_distance","pos6_int_start_distance","pos7_int_start_distance","pos8_int_start_distance","pos9_int_start_distance"
"13",650347,"Madero, Luís","13","100.0","0.000","0.000","0.000","0.000","0.000","0.444","0.288","0","3","99.1","20.0","2486","86.3","86.52","2","8","5","0.2","6.50","120","164","131","153","303","318","281"
"13",506702,"León, Sandy","13","100.0","0.167","0.500","0.000","0.667","0.334","0.304","0.242","1","6","95.5","2.5","2021","81.6","78.88","0","7","6","-2.7","4.20","115","153","124","152","294","307","292"
"11",655889,"Rodríguez, Manuel","11","100.0","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0","3","62.8","63.0","2108","95.5","95.91","3","4","7","0.4","6.38","116","161","113","154","299","328","300"
"11",681810,"Warren, Austin","11","100.0","0.000","0.000","0.000","0.000","0.000","0.223","0.242","0","4","75.0","21.7","2465","91.5","91.46","3","7","4","0.0","6.45","114","159","124","148","306","328","293"
"11",664092,"Poppen, Sean","11","100.0","0.000","0.000","0.000","0.000","0.000","0.064","0.067","0","2","98.5","-21.0","2038","88.9","88.85","2","4","7","-0.1","6.17","118","168","110","145","292","324","286"
"10",620396,"Aguilar, Miguel","10","100.0","0.000","0.000","0.000","0.000","0.000","0.037","0.035","0","3","87.5","33.0","2205","90.0","89.42","2","5","5","-0.6","6.01","105","125","98","128","294","316","296"
"9",676604,"Zuber, Tyler","9","100.0","0.000","0.000","0.000","0.000","0.000","0.261","0.182","0","2","93.4","18.0","2297","91.4","90.77","2","7","2","-0.6","5.86","99","153","96","144","299","320","312"
"9",656620,"Klobosits, Gabe","9","100.0","0.500","0.250","0.500","0.750","0.530","0.281","0.289","2","4","93.5","20.8","2276","94.4","94.73","2","7","2","0.3","6.39","102","150","118","143","303","321","288"
"9",592233,"Crichton, Stefan","9","100.0","1.000","1.000","1.000","2.000","1.255","0.566","0.547","3","3","86.7","26.7","2004","87.2","86.70","0","4","5","-0.5","6.18","96","152","121","146","298","320","293"
"7",642336,"Mejía, Francisco","7","100.0","0.250","0.000","0.250","0.250","0.220","0.259","0.276","1","4","76.5","-16.0","1616","58.9","57.24","0","4","3","-1.7","4.53","120","157","126","156","310","320","294"
"6",624586,"Hoyt, James","6","100.0","0.000","0.000","0.000","0.000","0.000","0.464","0.403","0","1","99.1","18.0","2329","87.5","87.63","0","4","2","0.1","6.23","87","153","124","148","302","326","295"
"4",595284,"Knapp, Andrew","4","100.0","0.000","0.000","0.000","0.000","0.000","0.170","0.178","0","1","93.0","-15.0","1486","65.9","64.03","0","2","2","-1.9","4.55","112","153","121","146","298","335","292"
"2",642162,"Valaika, Pat","2","100.0","0.000","0.000","0.000","0.000","0.000","0.422","0.443","0","1","100.6","0.0","1454","68.9","66.70","0","2","0","-2.2","4.35","115","155","125","149","301","319","284"
